address,sniff_provider,phone_num,times,
"ריב""ל 1, בית שמש, רמת בית שמש ב'",מאוחדת,02-9904888,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א', ב', ד', ה' ימים ג', ו'   8:00 - 12:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה  יועצי תזונה
"ריב""ל 3, בית שמש",לאומית שירותי בריאות,02-9919923,"Opening_hours   שעות פעילות  ימים א' - ג', ה' יום ד' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת אולטרה סאונד
ריחאניה,שירותי בריאות כללית,04-6987586,Opening_hours   שעות פעילות  ימים א' - ג' יום ה'   8:00 - 16:00  8:00 - 18:00   צפה בשעות הפעילות, בדיקות מעבדה
ריינה,לאומית שירותי בריאות,04-6553978,"Opening_hours   שעות פעילות  ימים ב' - שבת   9:00 - 12:30, 16:00 - 18:00   צפה בשעות הפעילות", בדיקות מעבדה אולטרה סאונד
ריינה,שירותי בריאות כללית,04-6085300,"Opening_hours   שעות פעילות  ימים א', ו' ימים ב', ה' יום ג' יום ד'   8:00 - 13:00  8:00 - 18:00  8:00 - 15:00  8:00 - 14:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בדיקומט  נגישות לנכים
"רכסים 22, צור הדסה",שירותי בריאות כללית,02-5703388,"Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 11:00, 15:30 - 19:00  7:30 - 11:00   צפה בשעות הפעילות", בדיקות מעבדה  נגישות לנכים
"רכסים, רח' הקמה 1 כפר חסידים",מאוחדת,04-9849211,"Opening_hours   שעות פעילות  ימים א', ג', ד' ימים ב', ה' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 12:00   צפה בשעות הפעילות", טיפת חלב שירות אחיות בדיקות מעבדה בית מרקחת פיזיותרפיה מרפאת נשים   עוד פרטים  שירותים סוציאליים ריפוי בעיסוק יועצי תזונה
רמות,שירותי בריאות כללית,04-6731332,"Opening_hours ייפתח ביום ה' ב-8:30  שעות פעילות  יום א' יום ב' יום ג' יום ה'   6:30 - 10:30  7:00 - 12:30, 16:00 - 18:30  6:30 - 8:30  8:30 - 14:30   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה
רמות נפתלי,שירותי בריאות כללית,04-6944313,Opening_hours   שעות פעילות  יום א' יום ד' יום ה'   8:00 - 11:00  10:00 - 12:00  14:00 - 16:00   צפה בשעות הפעילות, בדיקות מעבדה
רמת דוד,שירותי בריאות כללית,04-6549000,Opening_hours   שעות פעילות  יום א' יום ג' יום ד' יום ה'   6:30 - 11:00  7:00 - 10:00  7:00 - 11:45  10:00 - 13:15   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה  נגישות לנכים
רמת הכובש,שירותי בריאות כללית,09-7474509,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה  טיפול בתאונות עבודה שירות מעקב היריון
רמת השופט,שירותי בריאות כללית,04-9898221,"Opening_hours   שעות פעילות  יום א' ימים ב' - ה' יום ו'   7:00 - 19:00  7:00 - 14:00  7:00 - 12:00  
ערב חג:	08:00 - 12:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
רמת יוחנן,שירותי בריאות כללית,04-8459223,"Opening_hours   שעות פעילות  ימים א', ד', ה' ימים ב', ג' יום ו'   7:30 - 15:30  8:00 - 16:00  7:30 - 12:00  ערב חג:	08:00 - 12:00  צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה  נגישות לנכים
רמת צבי,שירותי בריאות כללית,04-6532340,"Opening_hours   שעות פעילות  ימים א', ה' יום ג' יום ד'   13:30 - 15:30  7:00 - 12:30  7:00 - 9:00   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה
"רמת רחל, דואר נע הרי יהודה",שירותי בריאות כללית,02-6702951,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה
רנן,שירותי בריאות כללית,08-9925155,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה
רעים,שירותי בריאות כללית,08-9940220,"Opening_hours   שעות פעילות  יום א' ימים ב', ד' יום ג' יום ה' יום ו'   7:00 - 15:00  7:30 - 15:00  7:30 - 15:00, 16:30 - 19:30  7:30 - 15:30  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה  נגישות לנכים
"רפאל איתן 3, פתח תקווה, אם המושבות",מאוחדת,03-7400300,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א' - ה' יום ו'   8:00 - 14:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת מכון להתפתחות הילד פיזיותרפיה מרפאת נשים מכון גסטרואנטרולוגי   עוד פרטים  שירותים סוציאליים יועצי תזונה אבחון וטיפול בהפרעות קשב וריכוז
"רפאל איתן 4, חולון",מכבי שירותי בריאות,03-7463440,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א', ג' ימים ב', ד' יום ה' יום ו'   8:00 - 12:30, 16:00 - 21:00  8:00 - 12:30, 16:00 - 19:00  8:00 - 12:30, 16:00 - 20:30  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה אולטרה סאונד
"רפאל איתן 4, חולון",שירותי בריאות כללית,03-7503344,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה
"רפפורט 3, כפר סבא, קניון כפר סבא הירוקה",מאוחדת,09-7482230,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד', ו'   8:00 - 12:00, 16:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים מכון קרדיולוגי  ריפוי בעיסוק יועצי תזונה אבחון וטיפול בהפרעות קשב וריכוז
"רפפורט 3, כפר סבא, קניון כפר סבא הירוקה ק. 2",מכבי שירותי בריאות,09-8868200,"Opening_hours פתוח  עד 19:00  שעות פעילות  ימים א', ד' ימים ב', ה' יום ג'   8:00 - 19:00  8:00 - 14:00  8:00 - 13:00   צפה בשעות הפעילות", טיפת חלב שירות אחיות בדיקות מעבדה מכון רנטגן אולטרה סאונד מכון להתפתחות הילד   עוד פרטים
"רש""י 6, קרית שמונה, צפון",שירותי בריאות כללית,04-6838300,"Opening_hours   שעות פעילות  ימים א', ג' ימים ב', ד' יום ה' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 14:00  8:00 - 16:00  8:00 - 13:00  חוה""מ:	 08:00 - 13:00
ערב חג:08:00 - 12:00  צפה בשעות הפעילות", בדיקות מעבדה בדיקומט  נגישות לנכים
רשפון,שירותי בריאות כללית,09-9583854,Opening_hours ייפתח ביום ה' ב-11:00  שעות פעילות  יום א' יום ב' יום ה'   16:00 - 19:00  7:00 - 10:30  11:00 - 15:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  שירותי ביקור בית נגישות לנכים
רשפים,שירותי בריאות כללית,04-6065133,"Opening_hours   שעות פעילות  יום א' ימים ב', ד', ה' יום ג'   10:00 - 17:30  7:00 - 14:30  7:00 - 16:30   צפה בשעות הפעילות", טיפת חלב בדיקות מעבדה
"ש""י עגנון 19, אשקלון, שכ' שמשון",לאומית שירותי בריאות,08-6830333,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א', ג', ד' ימים ב', ה' יום ו'   8:00 - 13:00, 16:00 - 19:00  8:00 - 13:00  8:00 - 12:30   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה בית מרקחת אולטרה סאונד פיזיותרפיה   עוד פרטים
"שא נס 17, באר יעקב",מכבי שירותי בריאות,08-6325158,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א' - ה' יום ו'   8:00 - 12:30, 16:00 - 19:30  8:00 - 11:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה
"שא נס 17, באר יעקב, קניון",מאוחדת,08-9177000,"Opening_hours   שעות פעילות  ימים א' - ד' יום ה' יום ו'   8:00 - 12:00, 16:00 - 18:00  8:00 - 12:00  8:00 - 11:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים  שירותים סוציאליים
"שאול המלך 61, בית שאן",מכבי שירותי בריאות,04-6481180,"Opening_hours ייפתח ביום ה' ב-8:00  שעות פעילות  ימים א', ג', ה' ימים ב', ד'   8:00 - 12:00, 16:00 - 18:00  8:00 - 12:00   צפה בשעות הפעילות", טיפת חלב שירות אחיות בדיקות מעבדה פיזיותרפיה  שירותים סוציאליים
"שאולזון 47, ירושלים, הר נוף",שירותי בריאות כללית,02-6546555,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, בדיקות מעבדה בית מרקחת אולטרה סאונד מרפאת נשים  נגישות לנכים
"שאולזון 57, ירושלים",מאוחדת,02-6477300,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   8:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה מרפאת נשים מכון גסטרואנטרולוגי  שירותים סוציאליים יועצי תזונה
"שאלתיאל 16, חולון, קרית רבין",שירותי בריאות כללית,03-5008400,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
שאר ישוב,שירותי בריאות כללית,04-6942368,Opening_hours   שעות פעילות  יום ב' יום ג' יום ד' יום ו'   12:00 - 14:30  7:30 - 10:30  14:00 - 17:30  8:00 - 9:00   צפה בשעות הפעילות, בדיקות מעבדה  נגישות לנכים
"שבזי 26, אליכין",שירותי בריאות כללית,04-6365831,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב שירות אחיות בדיקות מעבדה  שירותי ביקור בית נגישות לנכים
"שבט לוי 14, אשדוד, רובע י""ב",שירותי בריאות כללית,08-8644211,Opening_hours פתוח  עד 19:30  שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה  נגישות לנכים
"שבטי ישראל 27, קרית גת, הזרע",שירותי בריאות כללית,08-6859222,"Opening_hours   שעות פעילות  ימים א', ה' יום ב' יום ג' יום ד' יום ו'   7:30 - 13:00, 16:00 - 19:00  7:30 - 16:00  7:30 - 19:00  7:30 - 13:00  7:30 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה  נגישות לנכים
"שבטי ישראל 48, ירושלים",מאוחדת,02-6267555,"Opening_hours   שעות פעילות  יום א' יום ב' ימים ג', ה' יום ד' יום ו'   8:00 - 21:00  8:00 - 19:00  8:00 - 13:00, 16:00 - 19:00  8:00 - 22:00  8:00 - 11:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מרפאת נשים  יועצי תזונה
שבי ציון,שירותי בריאות כללית,04-9829231,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, טיפת חלב בדיקות מעבדה
"שבי ציון 12, אשדוד",שירותי בריאות כללית,08-8513030,Opening_hours   שעות פעילות  ימים א' - ה' יום ו'   7:30 - 19:30  9:00 - 13:00   צפה בשעות הפעילות, שירות אחיות בדיקות מעבדה בדיקומט בית מרקחת  נגישות לנכים
שבי שומרון,לאומית שירותי בריאות,09-9668800,"Opening_hours   שעות פעילות  יום א' יום ב' יום ג' יום ה'   11:30 - 13:45, 16:00 - 18:15  7:45 - 13:00  10:30 - 13:30  9:00 - 15:30   צפה בשעות הפעילות", בדיקות מעבדה בית מרקחת
"שבלי - אום אל-גנם, אם אל-גנם",שירותי בריאות כללית,04-6766270,Opening_hours   שעות פעילות  ימים א' - ג' יום ה' יום ו'   8:00 - 13:00  13:00 - 19:00  8:00 - 12:00   צפה בשעות הפעילות, בדיקות מעבדה בדיקומט
"שד' אהרון קציר 1, תל השומר רמת גן, תל השומר",שירותי בריאות כללית,03-5302330,"Opening_hours   שעות פעילות  ימים א', ב', ה' יום ג' יום ד'   9:00 - 16:00  11:30 - 16:00  8:00 - 12:00   צפה בשעות הפעילות", בדיקות מעבדה  נגישות לנכים
"שד' אליהו 10, מזכרת בתיה",מאוחדת,08-9371919,"Opening_hours   שעות פעילות  ימים א', ג', ה' ימים ב', ד' יום ו'   8:00 - 12:00, 16:00 - 19:00  8:00 - 12:00  8:00 - 11:00   צפה בשעות הפעילות", רפואת שיניים שירותים סוציאליים יועצי תזונה  שירות אחיות בדיקות מעבדה מרפאת נשים
"שד' בן גוריון 80, קרית מוצקין, כניסה א",מכבי שירותי בריאות,04-8781555,"Opening_hours ייפתח ב-16:00  שעות פעילות  ימים א' - ה'   8:00 - 12:00, 16:00 - 18:00   צפה בשעות הפעילות", שירות אחיות בדיקות מעבדה מכון רנטגן אולטרה סאונד שירותי רפואה דחופה   עוד פרטים  שירותים סוציאליים
